TimeDeltaIndex,Time_s,P_fuel_kW,P_thermal_kW,T_out_degC,G_losses,eta,T_ext_degC,P_demand_kW,T_supply_degC,T_return_degC,anomaly
104700,104700,889.34,766,76.8,750,0.86,11.33,720.45,76.84,50.38,0
105000,105000,894.5,770.73,76.79,750,0.86,11.35,727.37,76.82,50.34,0
105300,105300,902.56,777.88,76.77,750,0.86,11.38,734.29,76.81,50.31,0
105600,105600,911.84,786.07,76.75,750,0.86,11.4,741.21,76.8,50.27,0
105900,105900,920.68,793.91,76.74,750,0.86,11.43,748.13,76.79,50.24,0
106200,106200,927.56,800.14,76.73,750,0.86,11.45,755.05,76.77,50.2,0
106500,106500,934.84,806.66,76.71,750,0.86,11.48,761.97,76.76,50.17,0
106800,106800,942.42,813.45,76.7,750,0.86,11.5,768.89,76.75,50.14,0
107100,107100,950.16,820.38,76.68,750,0.86,11.53,775.81,76.74,50.1,0
107400,107400,957.9,827.33,76.67,750,0.86,11.55,782.73,76.72,50.07,0
107700,107700,965.69,834.31,76.66,750,0.86,11.58,789.65,76.71,50.03,0
108000,108000,969.97,838.19,76.65,750,0.86,11.6,796.57,76.7,50,0
108300,108300,965.67,834.47,76.59,750,0.86,11.73,801.4,76.63,50,0
108600,108600,972.08,840.08,76.52,750,0.86,11.87,806.23,76.57,50,0
108900,108900,978.06,845.32,76.45,750,0.86,12,811.05,76.5,50,0
109200,109200,982.85,849.52,76.39,750,0.86,12.13,815.88,76.43,50,0
109500,109500,988.26,854.26,76.32,750,0.86,12.27,820.71,76.37,50,0
109800,109800,993.61,858.95,76.25,750,0.86,12.4,825.54,76.3,50,0
110100,110100,998.9,863.59,76.19,750,0.86,12.53,830.36,76.23,50,0
110400,110400,1004.21,868.25,76.12,750,0.86,12.67,835.19,76.17,50,0
110700,110700,1009.53,872.92,76.05,750,0.86,12.8,840.02,76.1,50,0
111000,111000,1014.86,877.59,75.99,750,0.86,12.93,844.84,76.03,50,0
111300,111300,1020.18,882.26,75.92,750,0.86,13.07,849.67,75.97,50,0
111600,111600,1009.99,873.32,75.87,750,0.86,13.2,854.5,75.9,50,0
111900,111900,1020.52,882.56,75.79,750,0.86,13.35,856.39,75.82,50,0
112200,112200,1028.19,889.29,75.71,750,0.86,13.5,858.27,75.75,50,0
112500,112500,1033.45,893.91,75.63,750,0.86,13.65,860.16,75.67,50,0
112800,112800,1036.75,896.81,75.56,750,0.87,13.8,862.04,75.6,50,0
113100,113100,1038.57,898.41,75.49,750,0.87,13.95,863.93,75.53,50,0
113400,113400,1039.37,899.1,75.41,750,0.87,14.1,865.82,75.45,50,0
113700,113700,1039.59,899.3,75.34,750,0.87,14.25,867.7,75.38,50,0
114000,114000,1039.71,899.41,75.27,750,0.87,14.4,869.59,75.3,50,0
114300,114300,1040.19,899.83,75.2,750,0.87,14.55,871.48,75.22,50,0
114600,114600,1041.48,900.96,75.12,750,0.87,14.7,873.36,75.15,50,0
114900,114900,1044.05,903.22,75.05,750,0.87,14.85,875.25,75.08,50,0
115200,115200,1030.91,891.68,74.99,750,0.86,15,877.13,75,50,0
115500,115500,1049.68,908.17,74.98,750,0.87,15.15,875.68,75,50,0
115800,115800,1061.58,918.62,74.97,750,0.87,15.3,874.23,75,50,0
116100,116100,1067.71,924,74.97,750,0.87,15.45,872.77,75,50,0
116400,116400,1069.17,925.29,74.97,750,0.87,15.6,871.32,75,50,0
116700,116700,1067.07,923.44,74.97,750,0.87,15.75,869.86,75,50,0
117000,117000,1062.5,919.43,74.98,750,0.87,15.9,868.41,75,50,0
117300,117300,1056.58,914.23,74.98,750,0.87,16.05,866.95,75,50,0
117600,117600,1050.41,908.8,74.99,750,0.87,16.2,865.5,75,50,0
117900,117900,1045.09,904.13,75,750,0.87,16.35,864.05,75,50,0
118200,118200,1041.72,901.17,75,750,0.87,16.5,862.59,75,50,0
118500,118500,1041.41,900.9,75,750,0.87,16.65,861.14,75,50,0
118800,118800,1043.81,903,75,750,0.87,16.8,859.68,75,50,0
119100,119100,1040.43,900.04,75,750,0.87,16.95,856.11,75,50,0
119400,119400,1036.76,896.81,75,750,0.87,17.1,852.54,75,50,0
119700,119700,1032.84,893.37,75.01,750,0.86,17.25,848.96,75,50,0
120000,120000,1028.73,889.76,75.01,750,0.86,17.4,845.39,75,50,0
120300,120300,1024.48,886.04,75.01,750,0.86,17.55,841.81,75,50,0
120600,120600,1020.17,882.25,75.02,750,0.86,17.7,838.24,75,50,0
120900,120900,1015.83,878.45,75.02,750,0.86,17.85,834.67,75,50,0
121200,121200,1011.54,874.68,75.02,750,0.86,18,831.09,75,50,0
121500,121500,1007.33,870.99,75.02,750,0.86,18.15,827.52,75,50,0
121800,121800,1003.28,867.44,75.02,750,0.86,18.3,823.94,75,50,0
122100,122100,998.96,863.65,75.02,750,0.86,18.45,820.37,75,50,0
122400,122400,996.21,861.23,75.02,750,0.86,18.6,816.8,75,50,0
122700,122700,990.81,856.5,75.03,750,0.86,18.74,813.1,75,50,0
123000,123000,986.05,852.33,75.03,750,0.86,18.88,809.39,75,50,0
123300,123300,981.72,848.53,75.03,750,0.86,19.03,805.69,75,50,0
123600,123600,977.6,844.92,75.03,750,0.86,19.17,801.99,75,50,0
123900,123900,973.49,841.32,75.03,750,0.86,19.31,798.29,75,50,0
124200,124200,969.18,837.53,75.03,750,0.86,19.45,794.59,75,50,0
124500,124500,964.76,833.66,75.03,750,0.86,19.59,790.89,75,50,0
124800,124800,960.24,829.71,75.03,750,0.86,19.73,787.19,75,50,0
125100,125100,955.7,825.73,75.03,750,0.86,19.88,783.49,75,50,0
125400,125400,951.37,821.93,75.03,750,0.86,20.02,779.79,75,50,0
125700,125700,947.5,818.54,75.03,750,0.86,20.16,776.09,75,50,0
126000,126000,944.33,815.77,75.03,750,0.86,20.3,772.39,75,50,0
126300,126300,939.11,811.2,75.03,750,0.86,20.41,769.04,75,50,0
126600,126600,934.66,807.3,75.03,750,0.86,20.52,765.69,75,50,0
126900,126900,930.74,803.86,75.03,750,0.86,20.63,762.33,75,50,0
127200,127200,927.07,800.66,75.03,750,0.86,20.73,758.98,75,50,0
127500,127500,923.42,797.46,75.03,750,0.86,20.84,755.63,75,50,0
127800,127800,919.52,794.05,75.03,750,0.86,20.95,752.28,75,50,0
128100,128100,915.47,790.51,75.03,750,0.86,21.06,748.93,75,50,0
128400,128400,911.38,786.93,75.03,750,0.86,21.17,745.58,75,50,0
128700,128700,907.27,783.33,75.03,750,0.86,21.28,742.23,75,50,0
129000,129000,903.36,779.91,75.03,750,0.86,21.38,738.88,75,50,0
129300,129300,899.86,776.85,75.03,750,0.86,21.49,735.53,75,50,0
129600,129600,897,774.35,75.03,750,0.86,21.6,732.18,75,50,0
129900,129900,892.08,770.04,75.03,750,0.86,21.7,728.94,75,50,0
130200,130200,887.83,766.33,75.03,750,0.86,21.8,725.71,75,50,0
130500,130500,884.04,763.02,75.03,750,0.86,21.9,722.48,75,50,0
130800,130800,880.48,759.91,75.03,750,0.86,22,719.25,75,50,0
131100,131100,876.93,756.8,75.03,750,0.86,22.1,716.02,75,50,0
131400,131400,873.16,753.51,75.03,750,0.86,22.2,712.78,75,50,0
131700,131700,869.28,750.11,75.03,750,0.86,22.3,709.55,75,50,0
132000,132000,865.33,746.66,75.03,750,0.86,22.4,706.32,75,50,0
132300,132300,861.36,743.2,75.03,750,0.86,22.5,703.09,75,50,0
132600,132600,857.59,739.9,75.03,750,0.86,22.6,699.86,75,50,0
132900,132900,854.21,736.95,75.03,750,0.86,22.7,696.62,75,50,0
133200,133200,851.45,734.54,75.03,750,0.86,22.8,693.39,75,50,0
133500,133500,847.31,730.74,75.03,750,0.86,22.85,690.71,75,50.04,0
133800,133800,843.9,727.59,75.03,750,0.86,22.9,688.03,75,50.08,0
134100,134100,840.97,724.86,75.03,750,0.86,22.95,685.35,75,50.13,0
134400,134400,838.3,722.35,75.03,750,0.86,23,682.67,75,50.17,0
134700,134700,835.63,719.85,75.03,750,0.86,23.05,679.99,75,50.21,0
135000,135000,832.73,717.15,75.03,750,0.86,23.1,677.3,75,50.25,0
135300,135300,829.68,714.32,75.03,750,0.86,23.15,674.62,75,50.29,0
135600,135600,826.62,711.48,75.03,750,0.86,23.2,671.94,75,50.34,0
135900,135900,823.55,708.62,75.03,750,0.86,23.25,669.26,75,50.38,0
136200,136200,820.63,705.91,75.03,750,0.86,23.3,666.58,75,50.42,0
136500,136500,818.03,703.5,75.03,750,0.86,23.35,663.9,75,50.46,0
136800,136800,815.89,701.52,75.03,750,0.86,23.4,661.22,75,50.5,0
137100,137100,812.69,698.31,75.03,750,0.86,23.42,658.92,75,50.59,0
137400,137400,810.05,695.63,75.03,750,0.86,23.45,656.62,75,50.68,0
137700,137700,807.78,693.31,75.03,750,0.86,23.47,654.32,75,50.78,0
138000,138000,805.7,691.18,75.03,750,0.86,23.5,652.02,75,50.87,0
138300,138300,803.63,689.04,75.02,750,0.86,23.52,649.72,75,50.96,0
138600,138600,801.37,686.73,75.02,750,0.86,23.55,647.42,75,51.05,0
138900,138900,799.01,684.33,75.02,750,0.86,23.57,645.13,75,51.14,0
139200,139200,796.62,681.91,75.02,750,0.86,23.6,642.83,75,51.23,0
139500,139500,794.23,679.48,75.02,750,0.86,23.63,640.53,75,51.32,0
139800,139800,791.95,677.17,75.02,750,0.86,23.65,638.23,75,51.41,0
140100,140100,789.91,675.12,75.02,750,0.85,23.68,635.93,75,51.5,0
140400,140400,788.24,673.45,75.02,750,0.85,23.7,633.63,75,51.59,0
140700,140700,785.79,670.94,75.02,750,0.85,23.7,631.91,75,51.65,0
141000,141000,783.77,668.91,75.02,750,0.85,23.7,630.19,75,51.72,0
141300,141300,782.06,667.19,75.02,750,0.85,23.7,628.47,75,51.79,0
141600,141600,780.5,665.63,75.02,750,0.85,23.7,626.75,75,51.86,0
141900,141900,778.94,664.07,75.02,750,0.85,23.7,625.03,75,51.92,0
142200,142200,777.24,662.36,75.02,750,0.85,23.7,623.31,75,51.99,0
142500,142500,775.45,660.55,75.02,750,0.85,23.7,621.59,75,52.06,0
142800,142800,773.65,658.76,75.02,750,0.85,23.7,619.87,75,52.13,0
143100,143100,771.84,656.95,75.02,750,0.85,23.7,618.15,75,52.19,0
143400,143400,770.13,655.24,75.02,750,0.85,23.7,616.43,75,52.26,0
143700,143700,768.6,653.72,75.02,750,0.85,23.7,614.72,75,52.33,0
144000,144000,767.34,652.47,75.02,750,0.85,23.7,613,75,52.4,0
144300,144300,766.56,651.71,75.02,750,0.85,23.67,613,75,52.4,0
144600,144600,766.26,651.42,75.01,750,0.85,23.63,613,75,52.4,0
144900,144900,766.27,651.43,75.01,750,0.85,23.6,613,75,52.4,0
145200,145200,766.45,651.61,75.01,750,0.85,23.57,613,75,52.4,0
145500,145500,766.63,651.79,75.01,750,0.85,23.53,613,75,52.4,0
145800,145800,766.66,651.81,75.01,750,0.85,23.5,613,75,52.4,0
146100,146100,766.58,651.73,75.01,750,0.85,23.47,613,75,52.4,0
146400,146400,766.58,651.73,75.01,750,0.85,23.43,613,75,52.4,0
146700,146700,766.59,651.74,75.01,750,0.85,23.4,613,75,52.4,0
147000,147000,766.62,651.76,75.01,750,0.85,23.37,613,75,52.4,0
147300,147300,766.65,651.79,75.01,750,0.85,23.33,613,75,52.4,0
147600,147600,766.67,651.81,75.01,750,0.85,23.3,613,75,52.4,0
147900,147900,766.72,651.85,75,750,0.85,23.23,613,75,52.4,0
148200,148200,766.77,651.89,75,750,0.85,23.17,613,75,52.4,0
148500,148500,766.83,651.94,75,750,0.85,23.1,613,75,52.4,0
148800,148800,766.88,651.99,75,750,0.85,23.03,613,75,52.4,0
149100,149100,766.94,652.04,75,750,0.85,22.97,613,75,52.4,0
149400,149400,766.99,652.08,75,750,0.85,22.9,613,75,52.4,0
149700,149700,767.05,652.13,75,750,0.85,22.83,613,75,52.4,0
150000,150000,767.11,652.18,75,750,0.85,22.77,613,75,52.4,0
150300,150300,767.16,652.23,75,750,0.85,22.7,613,75,52.4,0
150600,150600,767.22,652.28,75,750,0.85,22.63,613,75,52.4,0
150900,150900,767.27,652.32,75,750,0.85,22.57,613,75,52.4,0
151200,151200,767.31,652.36,75,750,0.85,22.5,613,75,52.4,0
151500,151500,767.4,652.43,75,750,0.85,22.41,613,75,52.4,0
151800,151800,767.48,652.5,75,750,0.85,22.32,613,75,52.4,0
152100,152100,767.56,652.57,75,750,0.85,22.22,613,75,52.4,0
152400,152400,767.64,652.64,75,750,0.85,22.13,613,75,52.4,0
152700,152700,767.72,652.7,75,750,0.85,22.04,613,75,52.4,0
153000,153000,767.79,652.77,75,750,0.85,21.95,613,75,52.4,0
153300,153300,767.87,652.84,75,750,0.85,21.86,613,75,52.4,0
153600,153600,767.96,652.91,75,750,0.85,21.77,613,75,52.4,0
153900,153900,768.04,652.98,75,750,0.85,21.67,613,75,52.4,0
154200,154200,768.12,653.05,75,750,0.85,21.58,613,75,52.4,0
154500,154500,768.19,653.11,75,750,0.85,21.49,613,75,52.4,0
154800,154800,768.25,653.16,75,750,0.85,21.4,613,75,52.4,0
155100,155100,768.37,653.26,75,750,0.85,21.28,613,75,52.4,0
155400,155400,768.47,653.36,75,750,0.85,21.17,613,75,52.4,0
155700,155700,768.57,653.44,75,750,0.85,21.05,613,75,52.4,0
156000,156000,768.67,653.53,75,750,0.85,20.93,613,75,52.4,0
156300,156300,768.77,653.61,75,750,0.85,20.82,613,75,52.4,0
156600,156600,768.87,653.7,75,750,0.85,20.7,613,75,52.4,0
156900,156900,768.97,653.78,75,750,0.85,20.58,613,75,52.4,0
157200,157200,769.08,653.88,75,750,0.85,20.47,613,75,52.4,0
157500,157500,769.18,653.97,75,750,0.85,20.35,613,75,52.4,0
157800,157800,769.29,654.05,75,750,0.85,20.23,613,75,52.4,0
158100,158100,769.38,654.13,75,750,0.85,20.12,613,75,52.4,0
158400,158400,769.45,654.19,75,750,0.85,20,613,75,52.4,0
158700,158700,769.57,654.3,75,750,0.85,19.89,613,75,52.4,0
159000,159000,769.68,654.39,75,750,0.85,19.78,613,75,52.4,0
159300,159300,769.78,654.47,75,750,0.85,19.67,613,75,52.4,0
159600,159600,769.86,654.55,75,750,0.85,19.57,613,75,52.4,0
159900,159900,769.95,654.63,75,750,0.85,19.46,613,75,52.4,0
160200,160200,770.05,654.71,75,750,0.85,19.35,613,75,52.4,0
160500,160500,770.14,654.79,75,750,0.85,19.24,613,75,52.4,0
160800,160800,770.24,654.87,75,750,0.85,19.13,613,75,52.4,0
161100,161100,770.34,654.96,75,750,0.85,19.03,613,75,52.4,0
161400,161400,770.43,655.04,75,750,0.85,18.92,613,75,52.4,0
161700,161700,770.52,655.11,75,750,0.85,18.81,613,75,52.4,0
162000,162000,770.59,655.17,75,750,0.85,18.7,613,75,52.4,0
162300,162300,770.69,655.26,75,750,0.85,18.62,613,75,52.4,0
162600,162600,770.77,655.33,75,750,0.85,18.53,613,75,52.4,0
162900,162900,770.85,655.4,75,750,0.85,18.45,613,75,52.4,0
163200,163200,770.91,655.45,75,750,0.85,18.37,613,75,52.4,0
163500,163500,770.98,655.51,75,750,0.85,18.28,613,75,52.4,0
163800,163800,771.05,655.57,75,750,0.85,18.2,613,75,52.4,0
164100,164100,771.13,655.64,75,750,0.85,18.12,613,75,52.4,0
164400,164400,771.2,655.7,75,750,0.85,18.03,613,75,52.4,0
164700,164700,771.28,655.77,75,750,0.85,17.95,613,75,52.4,0
165000,165000,771.35,655.83,75,750,0.85,17.87,613,75,52.4,0
165300,165300,771.42,655.89,75,750,0.85,17.78,613,75,52.4,0
165600,165600,771.47,655.93,75,750,0.85,17.7,613,75,52.4,0
165900,165900,771.57,656.02,75,750,0.85,17.61,613,75,52.4,0
166200,166200,771.66,656.09,75,750,0.85,17.52,613,75,52.4,0
166500,166500,771.74,656.16,75,750,0.85,17.43,613,75,52.4,0
166800,166800,771.81,656.23,75,750,0.85,17.33,613,75,52.4,0
167100,167100,771.89,656.29,75,750,0.85,17.24,613,75,52.4,0
167400,167400,771.97,656.36,75,750,0.85,17.15,613,75,52.4,0
167700,167700,772.05,656.43,75,750,0.85,17.06,613,75,52.4,0
168000,168000,772.13,656.5,75,750,0.85,16.97,613,75,52.4,0
168300,168300,772.22,656.57,75,750,0.85,16.88,613,75,52.4,0
168600,168600,772.3,656.64,75,750,0.85,16.78,613,75,52.4,0
168900,168900,772.37,656.7,75,750,0.85,16.69,613,75,52.4,0
169200,169200,772.43,656.75,75,750,0.85,16.6,613,75,52.4,0
169500,169500,772.51,656.83,75,750,0.85,16.52,612.98,75,52.4,0
169800,169800,772.59,656.89,75,750,0.85,16.43,612.97,75,52.4,0
170100,170100,772.65,656.94,75,750,0.85,16.35,612.96,75,52.4,0
170400,170400,772.71,656.99,75,750,0.85,16.27,612.95,75,52.4,0
170700,170700,772.76,657.04,75,750,0.85,16.18,612.94,75,52.4,0
171000,171000,772.82,657.09,75,750,0.85,16.1,612.93,75,52.4,0
171300,171300,772.89,657.14,75,750,0.85,16.02,612.92,75,52.4,0
171600,171600,772.95,657.2,75,750,0.85,15.93,612.91,75,52.4,0
171900,171900,773.02,657.25,75,750,0.85,15.85,612.9,75,52.4,0
172200,172200,773.08,657.3,75,750,0.85,15.77,612.89,75,52.4,0
172500,172500,773.14,657.35,75,750,0.85,15.68,612.88,75,52.4,0
172800,172800,773.18,657.39,75,750,0.85,15.6,612.87,75,52.4,0
173100,173100,773.06,657.25,75,750,0.85,15.56,612.65,75,52.41,0
173400,173400,772.91,657.09,75,750,0.85,15.52,612.44,75,52.42,0
173700,173700,772.73,656.91,75,750,0.85,15.48,612.22,75,52.43,0
174000,174000,772.54,656.72,75,750,0.85,15.43,612.01,75,52.43,0
174300,174300,772.35,656.52,75,750,0.85,15.39,611.79,75,52.44,0
174600,174600,772.17,656.34,75,750,0.85,15.35,611.58,75,52.45,0
174900,174900,772.01,656.17,75,750,0.85,15.31,611.36,75,52.46,0
175200,175200,771.82,655.98,75,750,0.85,15.27,611.15,75,52.47,0
175500,175500,771.64,655.79,75,750,0.85,15.23,610.93,75,52.48,0
175800,175800,771.46,655.61,75,750,0.85,15.18,610.72,75,52.48,0
176100,176100,771.3,655.44,75,750,0.85,15.14,610.5,75,52.49,0
176400,176400,771.17,655.31,75,750,0.85,15.1,610.29,75,52.5,0
176700,176700,775.94,659.42,75.02,750,0.85,15.05,610.97,75.02,52.5,0
177000,177000,778.36,661.51,75.04,750,0.85,15,611.65,75.04,52.49,0
177300,177300,779.21,662.25,75.06,750,0.85,14.95,612.33,75.06,52.49,0
177600,177600,779.24,662.31,75.08,750,0.85,14.9,613.01,75.08,52.48,0
177900,177900,779.25,662.33,75.1,750,0.85,14.85,613.69,75.1,52.48,0
178200,178200,780,662.99,75.12,750,0.85,14.8,614.37,75.12,52.47,0
178500,178500,781.63,664.4,75.14,750,0.85,14.75,615.05,75.15,52.47,0
178800,178800,781.88,664.64,75.16,750,0.85,14.7,615.73,75.17,52.46,0
179100,179100,781.71,664.51,75.18,750,0.85,14.65,616.41,75.19,52.46,0
179400,179400,782.53,665.23,75.2,750,0.85,14.6,617.09,75.21,52.45,0
179700,179700,785.77,668.03,75.22,750,0.85,14.55,617.77,75.23,52.45,0
180000,180000,792.85,674.13,75.24,750,0.85,14.5,618.45,75.25,52.45,0
180300,180300,786.01,668.38,75.26,750,0.85,14.47,619.72,75.26,52.41,0
180600,180600,784.05,666.84,75.27,750,0.85,14.45,620.99,75.28,52.37,0
180900,180900,785.38,668.11,75.28,750,0.85,14.42,622.26,75.29,52.34,0
181200,181200,788.37,670.81,75.29,750,0.85,14.4,623.53,75.3,52.3,0
181500,181500,791.43,673.58,75.3,750,0.85,14.37,624.8,75.31,52.26,0
181800,181800,792.95,675.02,75.32,750,0.85,14.35,626.07,75.32,52.23,0
182100,182100,793.42,675.56,75.33,750,0.85,14.33,627.34,75.34,52.19,0
182400,182400,794.09,676.27,75.34,750,0.85,14.3,628.61,75.35,52.15,0
182700,182700,794.79,677.01,75.35,750,0.85,14.28,629.87,75.36,52.12,0
183000,183000,796.22,678.37,75.37,750,0.85,14.25,631.14,75.38,52.08,0
183300,183300,799.05,680.93,75.38,750,0.85,14.23,632.41,75.39,52.04,0
183600,183600,803.98,685.28,75.39,750,0.85,14.2,633.68,75.4,52.01,0
183900,183900,802.35,684.19,75.4,750,0.85,14.18,635.86,75.41,51.93,0
184200,184200,803.02,685.06,75.41,750,0.85,14.15,638.04,75.42,51.86,0
184500,184500,805.24,687.25,75.43,750,0.85,14.13,640.21,75.44,51.79,0
184800,184800,808.25,690.1,75.44,750,0.85,14.1,642.39,75.45,51.72,0
185100,185100,811.29,692.99,75.45,750,0.85,14.07,644.57,75.46,51.65,0
185400,185400,813.6,695.26,75.46,750,0.85,14.05,646.75,75.47,51.57,0
185700,185700,815.48,697.18,75.47,750,0.85,14.02,648.92,75.49,51.5,0
186000,186000,817.2,698.95,75.49,750,0.86,14,651.1,75.5,51.43,0
186300,186300,818.84,700.67,75.5,750,0.86,13.97,653.28,75.51,51.36,0
186600,186600,821.11,702.9,75.51,750,0.86,13.95,655.45,75.53,51.29,0
186900,186900,824.66,706.23,75.52,750,0.86,13.92,657.63,75.54,51.21,0
187200,187200,830.2,711.23,75.53,750,0.86,13.9,659.81,75.55,51.14,0
187500,187500,828.34,710.08,75.54,750,0.86,13.88,662.27,75.56,51.05,0
187800,187800,829.05,711.08,75.55,750,0.86,13.87,664.72,75.57,50.97,0
188100,188100,831.48,713.54,75.56,750,0.86,13.85,667.18,75.58,50.88,0
188400,188400,834.79,716.74,75.57,750,0.86,13.83,669.64,75.58,50.79,0
188700,188700,838.13,719.97,75.57,750,0.86,13.82,672.1,75.59,50.7,0
189000,189000,840.65,722.52,75.58,750,0.86,13.8,674.56,75.6,50.62,0
189300,189300,842.61,724.61,75.59,750,0.86,13.78,677.01,75.61,50.53,0
189600,189600,844.67,726.78,75.6,750,0.86,13.77,679.47,75.62,50.44,0
189900,189900,846.74,728.96,75.61,750,0.86,13.75,681.93,75.62,50.35,0
190200,190200,849.2,731.47,75.61,750,0.86,13.73,684.39,75.63,50.27,0
190500,190500,852.44,734.61,75.62,750,0.86,13.72,686.84,75.64,50.18,0
190800,190800,856.82,738.7,75.63,750,0.86,13.7,689.3,75.65,50.09,0
191100,191100,856.78,738.84,75.62,750,0.86,13.72,694.54,75.64,50.08,0
191400,191400,860.29,741.99,75.61,750,0.86,13.73,699.77,75.63,50.08,0
191700,191700,866.18,747.16,75.6,750,0.86,13.75,705.01,75.62,50.07,0
192000,192000,873.28,753.36,75.59,750,0.86,13.77,710.25,75.62,50.06,0
192300,192300,880.43,759.6,75.58,750,0.86,13.78,715.48,75.61,50.05,0
192600,192600,886.45,764.9,75.57,750,0.86,13.8,720.72,75.6,50.05,0
192900,192900,891.47,769.34,75.56,750,0.86,13.82,725.96,75.59,50.04,0
193200,193200,897.51,774.66,75.55,750,0.86,13.83,731.19,75.58,50.03,0
193500,193500,903.81,780.2,75.54,750,0.86,13.85,736.43,75.58,50.02,0
193800,193800,909.63,785.33,75.53,750,0.86,13.87,741.67,75.57,50.02,0
194100,194100,914.23,789.39,75.52,750,0.86,13.88,746.9,75.56,50.01,0
194400,194400,916.89,791.73,75.51,750,0.86,13.9,752.14,75.55,50,0
194700,194700,919.35,793.9,75.47,750,0.86,14.02,757.9,75.5,50,0
195000,195000,924.27,798.21,75.42,750,0.86,14.15,763.66,75.46,50,0
195300,195300,930.79,803.92,75.37,750,0.86,14.27,769.42,75.41,50,0
195600,195600,938.05,810.27,75.33,750,0.86,14.4,775.18,75.37,50,0
195900,195900,945.18,816.51,75.28,750,0.86,14.52,780.94,75.32,50,0
196200,196200,951.32,821.89,75.23,750,0.86,14.65,786.7,75.28,50,0
196500,196500,957.29,827.12,75.18,750,0.86,14.77,792.46,75.23,50,0
196800,196800,964.27,833.24,75.14,750,0.86,14.9,798.22,75.18,50,0
197100,197100,971.19,839.3,75.09,750,0.86,15.02,803.98,75.14,50,0
197400,197400,976.95,844.34,75.04,750,0.86,15.15,809.74,75.09,50,0
197700,197700,980.47,847.43,75,750,0.86,15.27,815.5,75.05,50,0
198000,198000,980.67,847.6,74.96,750,0.86,15.4,821.26,75,50,0
198300,198300,1000.43,864.93,74.95,750,0.86,15.52,822.91,75,50,0
198600,198600,1008.98,872.44,74.94,750,0.86,15.63,824.55,75,50,0
198900,198900,1010.26,873.55,74.95,750,0.86,15.75,826.19,75,50,0
199200,199200,1008.17,871.72,74.95,750,0.86,15.87,827.84,75,50,0
199500,199500,1006.65,870.39,74.96,750,0.86,15.98,829.48,75,50,0
199800,199800,1009.63,873.01,74.96,750,0.86,16.1,831.13,75,50,0
200100,200100,1012.93,875.9,74.96,750,0.86,16.22,832.77,75,50,0
200400,200400,1015.13,877.83,74.96,750,0.86,16.33,834.42,75,50,0
200700,200700,1016.89,879.38,74.97,750,0.86,16.45,836.06,75,50,0
201000,201000,1018.46,880.76,74.97,750,0.86,16.57,837.7,75,50,0
201300,201300,1020.1,882.19,74.97,750,0.86,16.68,839.35,75,50,0
201600,201600,1021.79,883.67,74.97,750,0.86,16.8,840.99,75,50,0
201900,201900,1020.17,882.26,74.98,750,0.86,16.93,839.04,75,50,0
202200,202200,1018.33,880.64,74.98,750,0.86,17.05,837.09,75,50,0
202500,202500,1016.31,878.86,74.98,750,0.86,17.18,835.14,75,50,0
202800,202800,1014.12,876.95,74.99,750,0.86,17.3,833.19,75,50,0
203100,203100,1011.83,874.93,74.99,750,0.86,17.43,831.24,75,50,0
203400,203400,1009.45,872.85,74.99,750,0.86,17.55,829.29,75,50,0
203700,203700,1007.03,870.72,75,750,0.86,17.68,827.33,75,50,0
204000,204000,1004.6,868.6,75,750,0.86,17.8,825.38,75,50,0
204300,204300,1002.21,866.49,75,750,0.86,17.93,823.43,75,50,0
204600,204600,999.87,864.45,75,750,0.86,18.05,821.48,75,50,0
204900,204900,997.64,862.49,75,750,0.86,18.18,819.53,75,50,0
205200,205200,996.07,861.11,75,750,0.86,18.3,817.58,75,50,0
205500,205500,992.18,857.7,75.01,750,0.86,18.39,814.39,75,50,0
205800,205800,988.37,854.35,75.01,750,0.86,18.48,811.21,75,50,0
206100,206100,984.61,851.06,75.01,750,0.86,18.58,808.02,75,50,0
206400,206400,980.89,847.8,75.01,750,0.86,18.67,804.84,75,50,0
